Country_REF	Country_ISO	Country_ALT	Region_REF	Region_ALT
Hungary	HUN	Hungary	Baktalórántháza	NA
Hungary	HUN	Hungary	Csenger	NA
Hungary	HUN	Hungary	Fehérgyarmat	NA
Hungary	HUN	Hungary	Ibrány	NA
Hungary	HUN	Hungary	Kemecse	NA
Hungary	HUN	Hungary	Kisvárda	NA
Hungary	HUN	Hungary	Mátészalka	NA
Hungary	HUN	Hungary	Nagykálló	NA
Hungary	HUN	Hungary	Nyírbátor	NA
Hungary	HUN	Hungary	Nyíregyháza	NA
Hungary	HUN	Hungary	Tiszavasvári	NA
Hungary	HUN	Hungary	Vásárosnamény	NA
Hungary	HUN	Hungary	Záhony	NA
Hungary	HUN	Hungary	Bonyhád	NA
Hungary	HUN	Hungary	Dombóvár	NA
Hungary	HUN	Hungary	Paks	NA
Hungary	HUN	Hungary	Szekszárd	NA
Hungary	HUN	Hungary	Tamási	NA
Hungary	HUN	Hungary	Tolna	NA
Hungary	HUN	Hungary	Celldömölk	NA
Hungary	HUN	Hungary	Körmend	NA
Hungary	HUN	Hungary	Koszeg	NA
Hungary	HUN	Hungary	Sárvár	NA
Hungary	HUN	Hungary	Szentgotthárd	NA
Hungary	HUN	Hungary	Szombathely	NA
Hungary	HUN	Hungary	Vasvár	Vas
Hungary	HUN	Hungary	Ajka	NA
Hungary	HUN	Hungary	Balatonalmádi	NA
Hungary	HUN	Hungary	Balatonfüred	Balatonfured
Hungary	HUN	Hungary	Devecser	NA
Hungary	HUN	Hungary	Pápa	NA
Hungary	HUN	Hungary	Sümeg	NA
Hungary	HUN	Hungary	Tapolca	NA
Hungary	HUN	Hungary	Várpalota	NA
Hungary	HUN	Hungary	Veszprém	Veszprem
Hungary	HUN	Hungary	Zirc	NA
Hungary	HUN	Hungary	Keszthely	NA
Hungary	HUN	Hungary	Lenti	NA
Hungary	HUN	Hungary	Letenye	NA
Hungary	HUN	Hungary	Nagykanizsa	NA
Hungary	HUN	Hungary	Zalaegerszeg	NA
Hungary	HUN	Hungary	Zalaszentgrót	NA
Hungary	HUN	Hungary	XXI. kerület	NA
Hungary	HUN	Hungary	XXII. kerület	NA
Hungary	HUN	Hungary	III. kerület	NA
Hungary	HUN	Hungary	II. kerület	NA
Hungary	HUN	Hungary	I. kerület	NA
Hungary	HUN	Hungary	XII. kerület	NA
Hungary	HUN	Hungary	XI. kerület	NA
Hungary	HUN	Hungary	IV. kerület	NA
Hungary	HUN	Hungary	XXIII. kerület	NA
Hungary	HUN	Hungary	XVIII. kerület	NA
Hungary	HUN	Hungary	XVII. kerület	NA
Hungary	HUN	Hungary	XIX. kerület	NA
Hungary	HUN	Hungary	XX. kerület	NA
Hungary	HUN	Hungary	IX. kerület	NA
Hungary	HUN	Hungary	X. kerület	NA
Hungary	HUN	Hungary	XVI. kerület	NA
Hungary	HUN	Hungary	XIII. kerület	NA
Hungary	HUN	Hungary	XV. kerület	NA
Hungary	HUN	Hungary	XIV. kerület	NA
Hungary	HUN	Hungary	VIII. kerület	NA
Hungary	HUN	Hungary	VI. kerület	NA
Hungary	HUN	Hungary	VII. kerület	NA
Hungary	HUN	Hungary	V. kerület	NA
Israel	ISR	Israel	Be'er Sheva	Orot,Southern,South District,Southern District,Beer-Sheva,Kiryat-Gat,Yeruham
Israel	ISR	Israel	Jerusalem	Jerusalem,Judea and Samaria,Jerusalem District,Elkana,Tkoa,Maale-Edumim,Beit Shemesh
Israel	ISR	Israel	Ashqelon	Ashdod
Israel	ISR	Israel	Tel Aviv	Tel Aviv,Southern Coast,Tel Aviv District,Beni-Brak,Holon,South Coast District,Ramat Gan,Herzliya,Southern Coast District,Tel-Aviv,Bat-Yam,Kiryat Ono,Or-Yehuda,Ramat-Hasharon
Israel	ISR	Israel	Zefat	Zefat,Tzfat
Israel	ISR	Israel	Rehovot	Netivot
Israel	ISR	Israel	Ramla	Nof Ayalon,Ramla
Israel	ISR	Israel	Petah Tiqwa	Petah-Tikva,Elad,Beerot-Itzhak
Israel	ISR	Israel	HaSharon	Central,Cenral,Rishpon,Central District,Kfar Saba,Raanana,Pardesia,Yavne,Gani Tikva,Netanya,Shoam,Yehud,Kfar-Habad,Kefar Sava,Central region,Modiin,Nir-Tzvi,Lod,Rishon-Letsion,Sdema,Shoham
Israel	ISR	Israel	Haifa	Haifa,Haifa District,Hafia,Ceasaria
Israel	ISR	Israel	Hadera	Gedera
Israel	ISR	Israel	Akko	Maalot-Tarshicha
Israel	ISR	Israel	Yizre'el	NA
Israel	ISR	Israel	Golan	Northern,Northern District,North District,Hukuk,Nothtern District,Yuvalim,Chaspin,Tveria,Tirat Zvi
Israel	ISR	Israel	Kinneret	NA
Italy	ITA	Italy	Piemonte	Piedmont
Italy	ITA	Italy	Valle d'Aosta	NA
Italy	ITA	Italy	Lombardia	Lombardy
Italy	ITA	Italy	Trentino-Alto Adige	Trentino-Alto Adige
Italy	ITA	Italy	Veneto	Veneto
Italy	ITA	Italy	Friuli Venezia Giulia	Friuli Venezia Giulia
Italy	ITA	Italy	Liguria	Liguria
Italy	ITA	Italy	Emilia-Romagna	Emilia-Romagna,Emily-Romagna
Italy	ITA	Italy	Toscana	Tuscany,Toscana,tuscany
Italy	ITA	Italy	Umbria	Umbria
Italy	ITA	Italy	Marche	NA
Italy	ITA	Italy	Lazio	Lazio
Italy	ITA	Italy	Abruzzo	Abruzzo
Italy	ITA	Italy	Molise	Molise
Italy	ITA	Italy	Campania	Campania
Italy	ITA	Italy	Puglia	Apulia
Italy	ITA	Italy	Basilicata	Basilicata
Italy	ITA	Italy	Calabria	Calabria
Italy	ITA	Italy	Sicilia	Sicily,Sicilia
Italy	ITA	Italy	Sardegna	Sardinia
Japan	JPN	Japan	Ine	NA
Japan	JPN	Japan	Kyotango	NA
Japan	JPN	Japan	Miyazu	NA
Japan	JPN	Japan	Yosano	NA
Japan	JPN	Japan	Fukuchiyama	NA
Japan	JPN	Japan	Ayabe	NA
Japan	JPN	Japan	Nantan	NA
Japan	JPN	Japan	Kyotanba	NA
Japan	JPN	Japan	Kameoka	NA
Japan	JPN	Japan	Nose	NA
Japan	JPN	Japan	Toyono	NA
Japan	JPN	Japan	Kyoto	Kyoto
Japan	JPN	Japan	Ibaraki	Ibaraki
Japan	JPN	Japan	Takatsuki	NA
Japan	JPN	Japan	Shimamoto	NA
Japan	JPN	Japan	Nagaokakyo	NA
Japan	JPN	Japan	Oyamazaki	NA
Japan	JPN	Japan	Yawata	NA
Japan	JPN	Japan	Muko	NA
Japan	JPN	Japan	Uji	NA
Japan	JPN	Japan	Kumiyama	NA
Japan	JPN	Japan	Hirakata	NA
Japan	JPN	Japan	Joyo	NA
Japan	JPN	Japan	Ujitawara	NA
Japan	JPN	Japan	Ide	NA
Japan	JPN	Japan	Wazuka	NA
Japan	JPN	Japan	Kizugawa	NA
Japan	JPN	Japan	Kasagi	NA
Japan	JPN	Japan	Minamiyamashiro	NA
Japan	JPN	Japan	Seika	NA
Japan	JPN	Japan	Kyotanabe	NA
Japan	JPN	Japan	Mino	NA
Japan	JPN	Japan	Ikeda	NA
Japan	JPN	Japan	Toyonaka	NA
Japan	JPN	Japan	Suita	NA
Japan	JPN	Japan	Osaka	Osaka
Japan	JPN	Japan	Moriguchi	NA
Japan	JPN	Japan	Settsu	NA
Japan	JPN	Japan	Katano	NA
Japan	JPN	Japan	Neyagawa	NA
Japan	JPN	Japan	Shijonawate	NA
Japan	JPN	Japan	Kadoma	NA
Japan	JPN	Japan	Daito	NA
Japan	JPN	Japan	Higashiosaka	NA
Japan	JPN	Japan	Yao	NA
Japan	JPN	Japan	Matsubara	NA
Japan	JPN	Japan	Kashiwara	NA
Japan	JPN	Japan	Fujiidera	NA
Japan	JPN	Japan	Habikino	NA
Japan	JPN	Japan	Sakai	NA
Japan	JPN	Japan	Osakasayama	NA
Japan	JPN	Japan	Tondabayashi	NA
Japan	JPN	Japan	Taishi	NA
Japan	JPN	Japan	Kanan	NA
Japan	JPN	Japan	Chihayaakasaka	NA
Japan	JPN	Japan	Kawachinagano	NA
Japan	JPN	Japan	Izumi	NA
Japan	JPN	Japan	Takaishi	NA
Japan	JPN	Japan	Izumiotsu	NA
Japan	JPN	Japan	Kishiwada	NA
Japan	JPN	Japan	Kaizuka	NA
Japan	JPN	Japan	Kumatori	NA
Japan	JPN	Japan	Izumisano	NA
Japan	JPN	Japan	Tajiri	NA
Japan	JPN	Japan	Sennan	NA
Japan	JPN	Japan	Hannan	NA
Japan	JPN	Japan	Misaki	NA
Japan	JPN	Japan	Tadaoka	NA
Japan	JPN	Japan	Otsu	NA
Japan	JPN	Japan	Higashiomi	NA
Japan	JPN	Japan	Hikone	NA
Japan	JPN	Japan	Takashima	NA
Japan	JPN	Japan	Omihachiman	NA
Japan	JPN	Japan	Nagahama	NA
Japan	JPN	Japan	Maibara	NA
Japan	JPN	Japan	Taga	NA
Japan	JPN	Japan	Kora	NA
Japan	JPN	Japan	Aisho	NA
Japan	JPN	Japan	Toyosato	NA
Japan	JPN	Japan	Yasu	NA
Japan	JPN	Japan	Moriyama	NA
Japan	JPN	Japan	Kusatsu	NA
Japan	JPN	Japan	Ritto	NA
Japan	JPN	Japan	Konan	NA
Japan	JPN	Japan	Ryuo	NA
Japan	JPN	Japan	Koka	NA
Japan	JPN	Japan	Hino	NA
Japan	JPN	Japan	Toyooka	NA
Japan	JPN	Japan	Asago	NA
Japan	JPN	Japan	Kami	NA
Japan	JPN	Japan	Yabu	NA
Japan	JPN	Japan	Shin-onsen	NA
Japan	JPN	Japan	Taka	NA
Japan	JPN	Japan	Tamba	NA
Japan	JPN	Japan	Shiso	NA
Japan	JPN	Japan	Sayo	NA
Japan	JPN	Japan	Kamikawa	NA
Japan	JPN	Japan	Sasayama	NA
Japan	JPN	Japan	Takarazuka	NA
Japan	JPN	Japan	Sanda	NA
Japan	JPN	Japan	Inagawa	NA
Japan	JPN	Japan	Nishiwaki	NA
Japan	JPN	Japan	Himeji	NA
Japan	JPN	Japan	Kamigori	NA
Japan	JPN	Japan	Tatsuno	NA
Japan	JPN	Japan	Aioi	NA
Japan	JPN	Japan	Fukusaki	NA
Japan	JPN	Japan	Kasai	Kansai
Japan	JPN	Japan	Ichikawa	NA
Japan	JPN	Japan	Kato	NA
Japan	JPN	Japan	Nishinomiya	NA
Japan	JPN	Japan	Kawanishi	NA
Japan	JPN	Japan	Ono	NA
Japan	JPN	Japan	Miki	NA
Japan	JPN	Japan	Kobe	NA
Japan	JPN	Japan	Kakogawa	NA
Japan	JPN	Japan	Taishi	NA
Japan	JPN	Japan	Ako	NA
Japan	JPN	Japan	Takasago	NA
Japan	JPN	Japan	Akashi	NA
Japan	JPN	Japan	Harima	NA
Japan	JPN	Japan	Inami	NA
Japan	JPN	Japan	Ashiya	NA
Japan	JPN	Japan	Amagasaki	NA
Japan	JPN	Japan	Itami	NA
Japan	JPN	Japan	Awaji	NA
Japan	JPN	Japan	Sumoto	NA
Japan	JPN	Japan	Minamiawaji	NA
Japan	JPN	Japan	Sakaide	NA
Japan	JPN	Japan	Iwate	Iwate
Japan	JPN	Japan	Kamaishi	NA
Japan	JPN	Japan	Ninohe	NA
Japan	JPN	Japan	NA	NA
Japan	JPN	Japan	Sumita	NA
Japan	JPN	Japan	Shiwa	Shiga
Japan	JPN	Japan	Yahaba	NA
Japan	JPN	Japan	NA	NA
Japan	JPN	Japan	Otsuchi	NA
Japan	JPN	Japan	Karumai	NA
Japan	JPN	Japan	Noda	NA
Japan	JPN	Japan	Hiraizumi	NA
Japan	JPN	Japan	Kanegasaki	NA
Japan	JPN	Japan	Takizawa	NA
Japan	JPN	Japan	Yamada	NA
Japan	JPN	Japan	NA	NA
Japan	JPN	Japan	Tanohara	NA
Japan	JPN	Japan	Hirono	NA
Japan	JPN	Japan	Oshu	NA
Japan	JPN	Japan	Nishiwaga	NA
Japan	JPN	Japan	Morioka	NA
Japan	JPN	Japan	Hachimantai	NA
Japan	JPN	Japan	Iwaizumi	NA
Japan	JPN	Japan	Kuji	NA
Japan	JPN	Japan	Rikuzen Takata	NA
Japan	JPN	Japan	Kitakami	NA
Japan	JPN	Japan	Tono	NA
Japan	JPN	Japan	Shizukuishi	NA
Japan	JPN	Japan	Ofunato	NA
Japan	JPN	Japan	NA	NA
Japan	JPN	Japan	Miyako	NA
Japan	JPN	Japan	Hanamaki	NA
Japan	JPN	Japan	Zentsuji	NA
Japan	JPN	Japan	Fukutsu	NA
Japan	JPN	Japan	Suginami	NA
Japan	JPN	Japan	Nakano	NA
Japan	JPN	Japan	Maizuru	NA
Japan	JPN	Japan	Munakata	NA
Japan	JPN	Japan	Koga	NA
Japan	JPN	Japan	Shinjuku	NA
Japan	JPN	Japan	Bunkyo	NA
Japan	JPN	Japan	Taito	NA
Japan	JPN	Japan	Sumida	NA
Japan	JPN	Japan	Chuo	Chubu
Japan	JPN	Japan	Meguro	NA
Japan	JPN	Japan	Ota	NA
Japan	JPN	Japan	Setagaya	NA
Japan	JPN	Japan	Komae	NA
Japan	JPN	Japan	Shibuya	NA
Japan	JPN	Japan	Toshima	NA
Japan	JPN	Japan	Kita	NA
Japan	JPN	Japan	Arakawa	NA
Japan	JPN	Japan	Itabashi	NA
Japan	JPN	Japan	Nerima	NA
Japan	JPN	Japan	Adachi	NA
Japan	JPN	Japan	Minato	NA
Japan	JPN	Japan	Katsushika	NA
Japan	JPN	Japan	Chiyoda	NA
Japan	JPN	Japan	Edogawa	NA
Japan	JPN	Japan	Tachikawa	NA
Japan	JPN	Japan	Musashino	NA
Japan	JPN	Japan	Mitaka	NA
Japan	JPN	Japan	Ome	NA
Japan	JPN	Japan	Chichibu	NA
Japan	JPN	Japan	NA	NA
Japan	JPN	Japan	Ora	NA
Japan	JPN	Japan	Saitama	Saitama
Japan	JPN	Japan	NA	NA
Japan	JPN	Japan	Hanno	NA
Japan	JPN	Japan	Iruma	NA
Japan	JPN	Japan	Tokorozawa	NA
Japan	JPN	Japan	Niiza	NA
Japan	JPN	Japan	Hidaka	NA
Japan	JPN	Japan	NA	NA
Japan	JPN	Japan	Sayama	NA
Japan	JPN	Japan	NA	NA
Japan	JPN	Japan	Wako	NA
Japan	JPN	Japan	Toda	NA
Japan	JPN	Japan	Asaka	NA
Japan	JPN	Japan	Warabi	NA
Japan	JPN	Japan	Misato	NA
Japan	JPN	Japan	Yashio	NA
Japan	JPN	Japan	Kawaguchi	NA
Japan	JPN	Japan	Soka	NA
Japan	JPN	Japan	Yoshikawa	NA
Japan	JPN	Japan	Kasukabe	NA
Japan	JPN	Japan	NA	NA
Japan	JPN	Japan	Koshigaya	NA
Japan	JPN	Japan	Kazo	NA
Japan	JPN	Japan	Kuki	NA
Japan	JPN	Japan	Miyoshi	NA
Japan	JPN	Japan	NA	NA
Japan	JPN	Japan	Satte	NA
Japan	JPN	Japan	NA	NA
Japan	JPN	Japan	Hanyu	NA
Japan	JPN	Japan	Fujimino	NA
Japan	JPN	Japan	Fujimi	NA
Japan	JPN	Japan	Kawagoe	NA
Japan	JPN	Japan	Shiki	NA
Japan	JPN	Japan	Tsurugashima	NA
Japan	JPN	Japan	Ageo	NA
Japan	JPN	Japan	NA	NA
Japan	JPN	Japan	Yoshimi	NA
Japan	JPN	Japan	Sakado	NA
Japan	JPN	Japan	NA	NA
Japan	JPN	Japan	Higashimatsuyama	NA
Japan	JPN	Japan	Okegawa	NA
Japan	JPN	Japan	Hasuda	NA
Japan	JPN	Japan	Gyoda	NA
Japan	JPN	Japan	Konosu	NA
Japan	JPN	Japan	NA	NA
Japan	JPN	Japan	NA	NA
Japan	JPN	Japan	NA	NA
Japan	JPN	Japan	Kumagaya	NA
Japan	JPN	Japan	NA	NA
Japan	JPN	Japan	Kamisato	NA
Japan	JPN	Japan	NA	NA
Japan	JPN	Japan	NA	NA
Japan	JPN	Japan	Honjo	NA
Japan	JPN	Japan	NA	NA
Japan	JPN	Japan	NA	NA
Japan	JPN	Japan	Kamikawa	NA
Japan	JPN	Japan	NA	NA
Japan	JPN	Japan	NA	NA
Japan	JPN	Japan	Meiwa	NA
Japan	JPN	Japan	Oyama	NA
Japan	JPN	Japan	Shimotsuke	NA
Japan	JPN	Japan	Midori	NA
Japan	JPN	Japan	Kiryu City	NA
Japan	JPN	Japan	Isesaki	NA
Japan	JPN	Japan	Tamamura	NA
Japan	JPN	Japan	Mooka	NA
Japan	JPN	Japan	Kaminokawa	NA
Japan	JPN	Japan	Takanezawa	NA
Japan	JPN	Japan	Wakayama	Wakayama
Japan	JPN	Japan	Koryo	NA
Japan	JPN	Japan	Isumi	NA
Japan	JPN	Japan	Ichinomiya	NA
Japan	JPN	Japan	Kujukuri	NA
Japan	JPN	Japan	Sakura	NA
Japan	JPN	Japan	Yachiyo	NA
Japan	JPN	Japan	Yachimata	NA
Japan	JPN	Japan	Katsuura	NA
Japan	JPN	Japan	Sousa	NA
Japan	JPN	Japan	Minamibouso	NA
Japan	JPN	Japan	Inzai	NA
Japan	JPN	Japan	Kimitsu	NA
Japan	JPN	Japan	Yotsukaido	NA
Japan	JPN	Japan	Tako	NA
Japan	JPN	Japan	Otaki	NA
Japan	JPN	Japan	Oamishirasato	NA
Japan	JPN	Japan	Futtsu	NA
Japan	JPN	Japan	Tomisato	NA
Japan	JPN	Japan	Sanmu	NA
Japan	JPN	Japan	Ichihara	NA
Japan	JPN	Japan	Ichikawa	NA
Japan	JPN	Japan	Onjuku	NA
Japan	JPN	Japan	Narita	NA
Japan	JPN	Japan	Abiko	NA
Japan	JPN	Japan	?????	NA
Japan	JPN	Japan	Asahi	NA
Japan	JPN	Japan	Kisarazu	NA
Japan	JPN	Japan	Toonosho	NA
Japan	JPN	Japan	Toogane	NA
Japan	JPN	Japan	Matsudo	NA
Japan	JPN	Japan	Kashiwa	NA
Japan	JPN	Japan	Sakae	NA
Japan	JPN	Japan	Yokoshibahikari	NA
Japan	JPN	Japan	Nagareyama	NA
Japan	JPN	Japan	Urayasu	NA
Japan	JPN	Japan	Shiroi	NA
Japan	JPN	Japan	Shirako	NA
Japan	JPN	Japan	Mutsuzawa	NA
Japan	JPN	Japan	Kozaki	NA
Japan	JPN	Japan	Narashino	NA
Japan	JPN	Japan	Funabashi	NA
Japan	JPN	Japan	Shibayama	NA
Japan	JPN	Japan	Mobara	NA
Japan	JPN	Japan	Sodegaura	NA
Japan	JPN	Japan	Shisui	NA
Japan	JPN	Japan	Noda	NA
Japan	JPN	Japan	Choshi	NA
Japan	JPN	Japan	Kyonan	NA
Japan	JPN	Japan	Kamagaya	NA
Japan	JPN	Japan	Chonan	NA
Japan	JPN	Japan	Nagara	NA
Japan	JPN	Japan	Chosei	NA
Japan	JPN	Japan	Tateyama	NA
Japan	JPN	Japan	Katori	NA
Japan	JPN	Japan	Kamogawa	NA
Japan	JPN	Japan	Chiba	Chiba
Japan	JPN	Japan	Kasumigaura	NA
Japan	JPN	Japan	Tsukubamirai	NA
Japan	JPN	Japan	Tsukuba	NA
Japan	JPN	Japan	Hitachinaka	NA
Japan	JPN	Japan	Shimotsuma	NA
Japan	JPN	Japan	Goka	NA
Japan	JPN	Japan	Yachiyo	NA
Japan	JPN	Japan	Tone	NA
Japan	JPN	Japan	Kitaibaraki	NA
Japan	JPN	Japan	Toride	NA
Japan	JPN	Japan	Koga	NA
Japan	JPN	Japan	Tsuchiura	NA
Japan	JPN	Japan	Bando	NA
Japan	JPN	Japan	Shirosato	NA
Japan	JPN	Japan	Sakai	NA
Japan	JPN	Japan	Daigo	NA
Japan	JPN	Japan	Oarai	NA
Japan	JPN	Japan	Moriya	NA
Japan	JPN	Japan	Omitama	NA
Japan	JPN	Japan	Joso	NA
Japan	JPN	Japan	Hitachiomiya	NA
Japan	JPN	Japan	Hitachiota	NA
Japan	JPN	Japan	Hitachi	NA
Japan	JPN	Japan	Tokai	NA
Japan	JPN	Japan	Sakuragawa	NA
Japan	JPN	Japan	Mito	NA
Japan	JPN	Japan	Kawachi	NA
Japan	JPN	Japan	Itako	NA
Japan	JPN	Japan	Ushiku	NA
Japan	JPN	Japan	Ishioka	NA
Japan	JPN	Japan	Kamisu	NA
Japan	JPN	Japan	Inashiki	NA
Japan	JPN	Japan	Kasama	NA
Japan	JPN	Japan	Chikusei	NA
Japan	JPN	Japan	Yuki	NA
Japan	JPN	Japan	Miho	NA
Japan	JPN	Japan	Ibaraki	Ibaraki
Japan	JPN	Japan	Namekata	NA
Japan	JPN	Japan	Naka	NA
Japan	JPN	Japan	Hokota	NA
Japan	JPN	Japan	Ami	NA
Japan	JPN	Japan	Takahagi	NA
Japan	JPN	Japan	Kashima	NA
Japan	JPN	Japan	Ryugasaki	NA
Japan	JPN	Japan	Miura	NA
Japan	JPN	Japan	Nakai	NA
Japan	JPN	Japan	Ninomiya	NA
Japan	JPN	Japan	Isehara	NA
Japan	JPN	Japan	Minamiashigara	NA
Japan	JPN	Japan	Atsugi	NA
Japan	JPN	Japan	Oi	NA
Japan	JPN	Japan	Yamato	NA
Japan	JPN	Japan	Oiso	NA
Japan	JPN	Japan	Samukawa	NA
Japan	JPN	Japan	Odawara	NA
Japan	JPN	Japan	Yamakita	NA
Japan	JPN	Japan	Hiratsuka	NA
Japan	JPN	Japan	Zama	NA
Japan	JPN	Japan	Aikawa	NA
Japan	JPN	Japan	Matsuda	NA
Japan	JPN	Japan	Yokosuka	NA
Japan	JPN	Japan	Ebina	NA
Japan	JPN	Japan	Kiyokawa	NA
Japan	JPN	Japan	Yugawara	NA
Japan	JPN	Japan	Manazuru	NA
Japan	JPN	Japan	Hadano	NA
Japan	JPN	Japan	Hakone	NA
Japan	JPN	Japan	Ayase	NA
Japan	JPN	Japan	Chigasaki	NA
Japan	JPN	Japan	Hayama	NA
Japan	JPN	Japan	Fujisawa	NA
Japan	JPN	Japan	Zushi	NA
Japan	JPN	Japan	Kamakura	NA
Japan	JPN	Japan	Kaisei	NA
Japan	JPN	Japan	Kawasaki	NA
Japan	JPN	Japan	Sagamihara	NA
Japan	JPN	Japan	Yokohama	NA
Japan	JPN	Japan	Ando	NA
Japan	JPN	Japan	Kawanishi	NA
Japan	JPN	Japan	Miyake	NA
Japan	JPN	Japan	Ikoma	NA
Japan	JPN	Japan	Heguri	NA
Japan	JPN	Japan	Nara	Nara
Japan	JPN	Japan	Sango	NA
Japan	JPN	Japan	Ikaruga	NA
Japan	JPN	Japan	Yamatokoriyama	NA
Japan	JPN	Japan	Yamazoe	NA
Japan	JPN	Japan	Tenri	NA
Japan	JPN	Japan	Tawaramoto	NA
Japan	JPN	Japan	Uda	NA
Japan	JPN	Japan	Sakurai	NA
Japan	JPN	Japan	Asuka	NA
Japan	JPN	Japan	Takatori	NA
Japan	JPN	Japan	Soni	NA
Japan	JPN	Japan	Mitsue	NA
Japan	JPN	Japan	Oji	NA
Japan	JPN	Japan	Kawai	NA
Japan	JPN	Japan	Kanmaki	NA
Japan	JPN	Japan	Kashihara	NA
Japan	JPN	Japan	Kashiba	NA
Japan	JPN	Japan	Yamatotakada	NA
Japan	JPN	Japan	Katsuragi	NA
Japan	JPN	Japan	Gose	NA
Japan	JPN	Japan	Gojo	NA
Japan	JPN	Japan	Higashiyoshino	NA
Japan	JPN	Japan	Yoshino	NA
Japan	JPN	Japan	Oyodo	NA
Japan	JPN	Japan	Shimoichi	NA
Japan	JPN	Japan	Kudoyama	NA
Japan	JPN	Japan	Hashimoto	NA
Japan	JPN	Japan	Kawakami	NA
Japan	JPN	Japan	Kurotaki	NA
Japan	JPN	Japan	Tenkawa	NA
Japan	JPN	Japan	Kamikitayama	NA
Japan	JPN	Japan	Nosegawa	NA
Japan	JPN	Japan	Totsukawa	NA
Japan	JPN	Japan	Shimokitayama	NA
Japan	JPN	Japan	Iwade	NA
Japan	JPN	Japan	Koya	NA
Japan	JPN	Japan	Kinokawa	NA
Japan	JPN	Japan	Katsuragi	NA
Japan	JPN	Japan	Tanabe	NA
Japan	JPN	Japan	Kainan	NA
Japan	JPN	Japan	Kimino	NA
Japan	JPN	Japan	Arida	NA
Japan	JPN	Japan	Hirogawa	NA
Japan	JPN	Japan	Aridagawa	NA
Japan	JPN	Japan	Yuasa	NA
Japan	JPN	Japan	Gobo	NA
Japan	JPN	Japan	Yura	NA
Japan	JPN	Japan	Hidaka	NA
Japan	JPN	Japan	Mihama	NA
Japan	JPN	Japan	Hidakagawa	NA
Japan	JPN	Japan	Inami	NA
Japan	JPN	Japan	Minabe	NA
Japan	JPN	Japan	Shirahama	NA
Japan	JPN	Japan	Kamitonda	NA
Japan	JPN	Japan	Susami	NA
Japan	JPN	Japan	Shingu	NA
Japan	JPN	Japan	Kushimoto	NA
Japan	JPN	Japan	Taiji	NA
Japan	JPN	Japan	Nachikatsuura	NA
Japan	JPN	Japan	Kozagawa	NA
Japan	JPN	Japan	Kitayama	NA
Japan	JPN	Japan	Koto	NA
Japan	JPN	Japan	Shinagawa	NA
Japan	JPN	Japan	Fujioka	NA
Japan	JPN	Japan	Takasaki	NA
Japan	JPN	Japan	Ueno	NA
Japan	JPN	Japan	Minamimaki-Mura	NA
Japan	JPN	Japan	Kanna	NA
Japan	JPN	Japan	Ota	NA
Japan	JPN	Japan	Annaka City	NA
Japan	JPN	Japan	Shimonita Town	NA
Japan	JPN	Japan	Shibukawa	NA
Japan	JPN	Japan	Maebashi	NA
Japan	JPN	Japan	NA	NA
Japan	JPN	Japan	Numata	NA
Japan	JPN	Japan	Yomitan	NA
Japan	JPN	Japan	Shiraoka	NA
Japan	JPN	Japan	Tomioka	NA
Japan	JPN	Japan	Karuizawa	NA
Japan	JPN	Japan	Miyota	NA
Japan	JPN	Japan	Komoro	NA
Japan	JPN	Japan	Tomi	NA
Japan	JPN	Japan	Ueda	NA
Japan	JPN	Japan	Oshima	NA
Japan	JPN	Japan	Toshima	NA
Japan	JPN	Japan	Niijima	NA
Japan	JPN	Japan	Kozushima	NA
Japan	JPN	Japan	Mikurajima	NA
Japan	JPN	Japan	Miyake	NA
Japan	JPN	Japan	Kitamoto	NA
Japan	JPN	Japan	Kusatsu	NA
Japan	JPN	Japan	Sakuho	NA
Japan	JPN	Japan	Kawakami	NA
Japan	JPN	Japan	Koumi	NA
Japan	JPN	Japan	Kitaaiki	NA
Japan	JPN	Japan	Minamiaiki	NA
Japan	JPN	Japan	Saku	NA
Japan	JPN	Japan	Tateshina	NA
Japan	JPN	Japan	Suzaka	NA
Japan	JPN	Japan	Nagano	Nagano
Japan	JPN	Japan	Matsumoto	NA
Japan	JPN	Japan	Okaya	NA
Japan	JPN	Japan	Iida	NA
Japan	JPN	Japan	Suwa	NA
Japan	JPN	Japan	Tatebayashi City	NA
Japan	JPN	Japan	Fukaya	NA
Japan	JPN	Japan	Itakura	NA
Japan	JPN	Japan	Higashimatsushima	NA
Japan	JPN	Japan	Kakuda	NA
Japan	JPN	Japan	Kurihara	NA
Japan	JPN	Japan	Tome	NA
Japan	JPN	Japan	Osaki	NA
Japan	JPN	Japan	Shiroishi	NA
Japan	JPN	Japan	Shichikashuku	NA
Japan	JPN	Japan	Zao	NA
Japan	JPN	Japan	Inagi	NA
Japan	JPN	Japan	Yuzawa	NA
Japan	JPN	Japan	Ibara	NA
Japan	JPN	Japan	Kasaoka	NA
Japan	JPN	Japan	Kibichuo	NA
Japan	JPN	Japan	Kumenan	NA
Japan	JPN	Japan	Kagamino	NA
Japan	JPN	Japan	Tamano	NA
Japan	JPN	Japan	Takahashi	NA
Japan	JPN	Japan	Shoo	NA
Japan	JPN	Japan	Niimi	NA
Japan	JPN	Japan	Shinjo	NA
Japan	JPN	Japan	Maniwa	NA
Japan	JPN	Japan	Setouchi	NA
Japan	JPN	Japan	Nishiawakura	NA
Japan	JPN	Japan	Akaiwa	NA
